Entry,Entry name,Gene names,Protein families
Q16698,DECR_HUMAN,DECR1 DECR SDR18C1,"Short-chain dehydrogenases/reductases (SDR) family, 2,4-dienoyl-CoA reductase subfamily"
Q96PH6,DB118_HUMAN,DEFB118 C20orf63 DEFB18 ESC42,Beta-defensin family
Q14154,DELE1_HUMAN,DELE1 DELE KIAA0141,DELE1 family
Q8N690,DB119_HUMAN,DEFB119 DEFB120 DEFB19 DEFB20 UNQ2449/PRO5729,Beta-defensin family
Q16832,DDR2_HUMAN,DDR2 NTRKR3 TKT TYRO10,"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily"
Q5J5C9,DB121_HUMAN,DEFB121 DEFB21,Beta-defensin family
Q99259,DCE1_HUMAN,GAD1 GAD GAD67,Group II decarboxylase family
Q8N688,DB123_HUMAN,DEFB123 DEFB23 UNQ1963/PRO4485,Beta-defensin family
O15484,CAN5_HUMAN,CAPN5 NCL3,Peptidase C2 family
Q96F63,CCD97_HUMAN,CCDC97,
Q9Y6W3,CAN7_HUMAN,CAPN7 PALBH,Peptidase C2 family
P42575,CASP2_HUMAN,CASP2 ICH1 NEDD2,Peptidase C14A family
A6NHC0,CAN8_HUMAN,CAPN8 NCL2,Peptidase C2 family
Q68DN1,CB016_HUMAN,C2orf16,
Q9NR30,DDX21_HUMAN,DDX21,"DEAD box helicase family, DDX21/DDX50 subfamily"
Q2NKX9,CB068_HUMAN,C2orf68,UPF0561 family
Q9BQI4,CCDC3_HUMAN,CCDC3,
P04040,CATA_HUMAN,CAT,Catalase family
Q96LW7,CAR19_HUMAN,CARD19 C9orf89,
Q9UHL0,DDX25_HUMAN,DDX25 GRTH,DEAD box helicase family
Q9ULB5,CADH7_HUMAN,CDH7 CDH7L1,
Q8N568,DCLK2_HUMAN,DCLK2 DCAMKL2 DCDC3B DCK2,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily"
Q9H8H2,DDX31_HUMAN,DDX31,"DEAD box helicase family, DDX31/DBP7 subfamily"
P32238,CCKAR_HUMAN,CCKAR CCKRA,G-protein coupled receptor 1 family
Q9UPW5,CBPC1_HUMAN,AGTPBP1 CCP1 KIAA1035 NNA1,Peptidase M14 family
Q5U5Z8,CBPC2_HUMAN,AGBL2 CCP2,Peptidase M14 family
Q9H9R9,DBND1_HUMAN,DBNDD1,Dysbindin family
O00571,DDX3X_HUMAN,DDX3X DBX DDX3,"DEAD box helicase family, DDX3/DED1 subfamily"
Q9BQY9,DBND2_HUMAN,DBNDD2 C20orf35,Dysbindin family
O15523,DDX3Y_HUMAN,DDX3Y DBY,"DEAD box helicase family, DDX3/DED1 subfamily"
O95822,DCMC_HUMAN,MLYCD,
Q9UJU6,DBNL_HUMAN,DBNL CMAP SH3P7 PP5423,ABP1 family
P59666,DEF3_HUMAN,DEFA3 DEF3,Alpha-defensin family
Q9UJV9,DDX41_HUMAN,DDX41 ABS,"DEAD box helicase family, DDX41 subfamily"
Q86XP3,DDX42_HUMAN,DDX42,"DEAD box helicase family, DDX42 subfamily"
Q9H295,DCSTP_HUMAN,DCSTAMP TM7SF4,
Q7L014,DDX46_HUMAN,DDX46 KIAA0801,"DEAD box helicase family, DDX46/PRP5 subfamily"
Q9NQI0,DDX4_HUMAN,DDX4 VASA,"DEAD box helicase family, DDX4/VASA subfamily"
Q9Y4B6,DCAF1_HUMAN,DCAF1 KIAA0800 RIP VPRBP,VPRBP/DCAF1 family
Q9BQ39,DDX50_HUMAN,DDX50,"DEAD box helicase family, DDX21/DDX50 subfamily"
Q8N8A6,DDX51_HUMAN,DDX51,"DEAD box helicase family, DDX51/DBP6 subfamily"
Q96JK2,DCAF5_HUMAN,DCAF5 BCRG2 KIAA1824 WDR22,
Q9Y2R4,DDX52_HUMAN,DDX52 ROK1 HUSSY-19,"DEAD box helicase family, DDX52/ROK1 subfamily"
Q58WW2,DCAF6_HUMAN,DCAF6 IQWD1 MSTP055,
Q86TM3,DDX53_HUMAN,DDX53 CAGE,DEAD box helicase family
P61962,DCAF7_HUMAN,DCAF7 HAN11 WDR68,WD repeat DCAF7 family
Q8TDD1,DDX54_HUMAN,DDX54,"DEAD box helicase family, DDX54/DBP10 subfamily"
Q5TAQ9,DCAF8_HUMAN,DCAF8 H326 WDR42A,WD repeat DCAF8 family
Q8WVC6,DCAKD_HUMAN,DCAKD,CoaE family
Q8NHQ9,DDX55_HUMAN,DDX55 KIAA1595,"DEAD box helicase family, DDX55/SPB4 subfamily"
P13500,CCL2_HUMAN,CCL2 MCP1 SCYA2,Intercrine beta (chemokine CC) family
Q9BX69,CARD6_HUMAN,CARD6,
P13501,CCL5_HUMAN,CCL5 D17S136E SCYA5,Intercrine beta (chemokine CC) family
Q8WTZ4,CA5BL_HUMAN,CA5BP1 CA5B CA5BL,Alpha-carbonic anhydrase family
Q1T7F1,CCB42_HUMAN,,
Q8TDN4,CABL1_HUMAN,CABLES1 CABLES,Cyclin family
Q92793,CBP_HUMAN,CREBBP CBP,
P45973,CBX5_HUMAN,CBX5 HP1A,
Q96KC9,CABS1_HUMAN,CABS1 C4orf35,
O60826,CCD22_HUMAN,CCDC22 CXorf37 JM1,CCDC22 family
Q9BXU9,CABP8_HUMAN,CALN1 CABP8,
Q8N4T0,CBPA6_HUMAN,CPA6 CPAH,Peptidase M14 family
O75952,CABYR_HUMAN,CABYR CBP86 FSP2,
Q8NA61,CBY2_HUMAN,CBY2 SPERT,"Chibby family, SPERT subfamily"
Q8IYK2,CC105_HUMAN,CCDC105,
P08571,CD14_HUMAN,CD14,
Q13409,DC1I2_HUMAN,DYNC1I2 DNCI2 DNCIC2,Dynein intermediate chain family
Q5VUD6,DIK1B_HUMAN,DIPK1B C9orf136 FAM69B PP6977,DIPK family
Q8NHQ1,CEP70_HUMAN,CEP70 BITE,
Q96ST8,CEP89_HUMAN,CEP89 CCDC123,
Q6P2H3,CEP85_HUMAN,CEP85 CCDC21,CEP85 family
P11049,CD37_HUMAN,CD37 TSPAN26,Tetraspanin (TM4SF) family
O76039,CDKL5_HUMAN,CDKL5 STK9,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily"
Q9BZP6,CHIA_HUMAN,CHIA,"Glycosyl hydrolase 18 family, Chitinase class II subfamily"
Q5T5N4,CF118_HUMAN,C6orf118,
Q5SZD1,CF141_HUMAN,C6orf141,
Q5T6M2,CF122_HUMAN,LINC00242 C6orf122 NCRNA00242,
Q8WUX2,CHAC2_HUMAN,CHAC2,"Gamma-glutamylcyclotransferase family, ChaC subfamily"
A8MTB9,CEA18_HUMAN,CEACAM18,"Immunoglobulin superfamily, CEA family"
P15882,CHIN_HUMAN,CHN1 ARHGAP2 CHN,
Q6ZTQ4,CDHR3_HUMAN,CDHR3 CDH28,
Q5TEZ5,CF163_HUMAN,C6orf163,
Q96NL8,CF418_HUMAN,CFAP418 C8orf37 smalltalk,
P0C7V0,CF217_HUMAN,LINC00271 C6orf217 NCRNA00271,
Q5T2Q4,CCYL2_HUMAN,CCNYL2 C10orf21,"Cyclin family, Cyclin Y subfamily"
Q14002,CEAM7_HUMAN,CEACAM7 CGM2,"Immunoglobulin superfamily, CEA family"
Q7Z4U5,CF201_HUMAN,C6orf201,
Q96M91,CFA53_HUMAN,CFAP53 CCDC11,CFAP53 family
Q9BY43,CHM4A_HUMAN,CHMP4A C14orf123 SHAX2 CDA04 HSPC134,SNF7 family
Q9UEE9,CFDP1_HUMAN,CFDP1 BCNT CENP-29,
Q9C0B2,CFA74_HUMAN,CFAP74 C1orf222 KIAA1751,CFAP74 family
Q9P2D1,CHD7_HUMAN,CHD7 KIAA1416,SNF2/RAD54 helicase family
P08603,CFAH_HUMAN,CFH HF HF1 HF2,
B2RD01,CENP1_HUMAN,CENPBD1P CENPBD1,
Q8N111,CEND_HUMAN,CEND1 BM88,CEND1 family
P0DPI3,CENL2_HUMAN,CENPVL2 CENPVP2,Gfa family
Q5T0N1,CFA70_HUMAN,CFAP70 TTC18,CFAP70 family
P49450,CENPA_HUMAN,CENPA,Histone H3 family
Q02224,CENPE_HUMAN,CENPE,"TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family"
P30279,CCND2_HUMAN,CCND2,"Cyclin family, Cyclin D subfamily"
P08962,CD63_HUMAN,CD63 MLA1 TSPAN30,Tetraspanin (TM4SF) family
Q9UJX2,CDC23_HUMAN,CDC23 ANAPC8,APC8/CDC23 family
P01730,CD4_HUMAN,CD4,
Q96S94,CCNL2_HUMAN,CCNL2 SB138,"Cyclin family, Cyclin L subfamily"
Q3B7I2,CNPY1_HUMAN,CNPY1,Canopy family
P21554,CNR1_HUMAN,CNR1 CNR,G-protein coupled receptor 1 family
Q5SY13,COAS1_HUMAN,COL5A1-AS1 C9orf104,
Q96A22,CK052_HUMAN,C11orf52,
O95639,CPSF4_HUMAN,CPSF4 CPSF30 NAR NEB1,CPSF4/YTH1 family
P98187,CP4F8_HUMAN,CYP4F8,Cytochrome P450 family
O43186,CRX_HUMAN,CRX CORD2,Paired homeobox family
O14810,CPLX1_HUMAN,CPLX1,Complexin/synaphin family
Q6FI81,CPIN1_HUMAN,CIAPIN1 CUA001 PRO0915,Anamorsin family
Q96FN4,CPNE2_HUMAN,CPNE2,Copine family
Q9NQ92,COPRS_HUMAN,COPRS C17orf79 COPR5,
Q8NEA5,CS018_HUMAN,C19orf18,
Q9UNS2,CSN3_HUMAN,COPS3 CSN3,CSN3 family
P20674,COX5A_HUMAN,COX5A,Cytochrome c oxidase subunit 5A family
P06850,CRF_HUMAN,CRH,Sauvagine/corticotropin-releasing factor/urotensin I family
Q96GX8,CP074_HUMAN,C16orf74,
P53621,COPA_HUMAN,COPA,
Q8N9R0,CP081_HUMAN,LINC00304 C16orf81 NCRNA00304,
P00414,COX3_HUMAN,MT-CO3 COIII COXIII MTCO3,Cytochrome c oxidase subunit 3 family
P16562,CRIS2_HUMAN,CRISP2 GAPDL5 TPX1,CRISP family
P0DPD8,EFCE2_HUMAN,EEF1AKMT4-ECE2,Methyltransferase superfamily; Peptidase M13 family
O75629,CREG1_HUMAN,CREG1 CREG UNQ727/PRO1409,CREG family
P00533,EGFR_HUMAN,EGFR ERBB ERBB1 HER1,"Protein kinase superfamily, Tyr protein kinase family, EGF receptor subfamily"
O95567,CV031_HUMAN,C22orf31,
Q9Y5B0,CTDP1_HUMAN,CTDP1 FCP1,
Q86X51,EZHIP_HUMAN,EZHIP CXorf67,
Q8IWA5,CTL2_HUMAN,SLC44A2 CTL2 PSEC0210,CTL (choline transporter-like) family
Q9NUQ9,CYRIB_HUMAN,CYRIB CYRI FAM49B BM-009,CYRI family
P19235,EPOR_HUMAN,EPOR,"Type I cytokine receptor family, Type 1 subfamily"
P13498,CY24A_HUMAN,CYBA,P22phox family
Q8NCA5,FA98A_HUMAN,FAM98A,FAM98 family
O96002,CX001_HUMAN,CXorf1,
Q8TB33,CX024_HUMAN,LINC01560 CXorf24,
Q12929,EPS8_HUMAN,EPS8,EPS8 family
Q9UQB3,CTND2_HUMAN,CTNND2 NPRAP,Beta-catenin family
Q8TCP9,F200A_HUMAN,FAM200A C7orf38,FAM200 family
Q6XXX2,CU024_HUMAN,LINC00114 C21orf24 NCRNA00114,
Q6ZN03,CU136_HUMAN,LINC00322 C21orf136 NCRNA00322,
P25025,CXCR2_HUMAN,CXCR2 IL8RB,G-protein coupled receptor 1 family
A6H8Z2,F221B_HUMAN,FAM221B C9orf128,FAM221 family
Q9NRW3,ABC3C_HUMAN,APOBEC3C APOBEC1L PBI,Cytidine and deoxycytidylate deaminase family
Q9HC16,ABC3G_HUMAN,APOBEC3G MDS019,Cytidine and deoxycytidylate deaminase family
Q8N0Z2,ABRA_HUMAN,ABRA,
P0DKL9,A14EL_HUMAN,ARL14EPL,
Q13873,BMPR2_HUMAN,BMPR2 PPH1,"Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily"
Q9Y312,AAR2_HUMAN,AAR2 C20orf4 CGI-23 PRO0225,AAR2 family
P86434,AAS1_HUMAN,ADORA2A-AS1 C22orf45,
P08236,BGLR_HUMAN,GUSB,Glycosyl hydrolase 2 family
P34969,5HT7R_HUMAN,HTR7,G-protein coupled receptor 1 family
P05408,7B2_HUMAN,SCG5 SGNE1,7B2 family
O00512,BCL9_HUMAN,BCL9,BCL9 family
Q13685,AAMP_HUMAN,AAMP,
P22760,AAAD_HUMAN,AADAC DAC,'GDXG' lipolytic enzyme family
O95264,5HT3B_HUMAN,HTR3B,"Ligand-gated ion channel (TC 1.A.9) family, 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily, HTR3B sub-subfamily"
P21589,5NTD_HUMAN,NT5E NT5 NTE,5'-nucleotidase family
Q53H80,AKIR2_HUMAN,AKIRIN2 C6orf166,Akirin family
Q9NYF8,BCLF1_HUMAN,BCLAF1 BTF KIAA0164,BCLAF1/THRAP3 family
Q6NZY7,BORG3_HUMAN,CDC42EP5 BORG3 CEP5,BORG/CEP family
Q8N1D0,BWR1B_HUMAN,SLC22A18AS BWR1B BWSCR1B ORCTL2S SLC22A1LS,
Q7Z591,AKNA_HUMAN,AKNA KIAA1968,AKNA family
Q9UHK6,AMACR_HUMAN,AMACR,CoA-transferase III family
P05062,ALDOB_HUMAN,ALDOB ALDB,Class I fructose-bisphosphate aldolase family
Q4VCS5,AMOT_HUMAN,AMOT KIAA1071,Angiomotin family
Q96PN6,ADCYA_HUMAN,ADCY10 SAC,Adenylyl cyclase class-4/guanylyl cyclase family
P12235,ADT1_HUMAN,SLC25A4 AAC1 ANT1,Mitochondrial carrier (TC 2.A.29) family
Q8NFQ6,BPIFC_HUMAN,BPIFC BPIL2,"BPI/LBP/Plunc superfamily, BPI/LBP family"
Q4G176,ACSF3_HUMAN,ACSF3 PSEC0197,ATP-dependent AMP-binding enzyme family
Q8TC94,ACTL9_HUMAN,ACTL9 ACTL7C HSD21,Actin family
Q9H0C2,ADT4_HUMAN,SLC25A31 AAC4 ANT4 SFEC,Mitochondrial carrier (TC 2.A.29) family
O95994,AGR2_HUMAN,AGR2 AG2 UNQ515/PRO1030,AGR family
P51828,ADCY7_HUMAN,ADCY7 KIAA0037,Adenylyl cyclase class-4/guanylyl cyclase family
Q8NFM4,ADCY4_HUMAN,ADCY4,Adenylyl cyclase class-4/guanylyl cyclase family
Q5VUY0,ADCL3_HUMAN,AADACL3,'GDXG' lipolytic enzyme family
O60242,AGRB3_HUMAN,ADGRB3 BAI3 KIAA0550,"G-protein coupled receptor 2 family, Adhesion G-protein coupled receptor (ADGR) subfamily"
O43306,ADCY6_HUMAN,ADCY6 KIAA0422,Adenylyl cyclase class-4/guanylyl cyclase family
Q8TF27,AGA11_HUMAN,AGAP11 KIAA1975,Centaurin gamma-like family
P68133,ACTS_HUMAN,ACTA1 ACTA,Actin family
Q9H553,ALG2_HUMAN,ALG2 UNQ666/PRO1298,"Glycosyltransferase group 1 family, Glycosyltransferase 4 subfamily"
Q3LIE5,ADPRM_HUMAN,ADPRM C17orf48 MDS006 Nbla03831,ADPRibase-Mn family
Q5VW22,AGAP6_HUMAN,AGAP6 CTGLF3,Centaurin gamma-like family
P62736,ACTA_HUMAN,ACTA2 ACTSA ACTVS GIG46,Actin family
Q15847,ADIRF_HUMAN,ADIRF AFRO APM2 C10orf116,
Q9Y2D8,ADIP_HUMAN,SSX2IP KIAA0923,ADIP family
Q8IYE1,CCD13_HUMAN,CCDC13,
Q8NCL9,APCDL_HUMAN,APCDD1L,
P83916,CBX1_HUMAN,CBX1 CBX,
Q0P6D6,CCD15_HUMAN,CCDC15,
Q8NAG6,ANKL1_HUMAN,ANKLE1 ANKRD41 LEM3,
Q8NHP1,ARK74_HUMAN,AKR7L AFAR3 AKR7A4,"Aldo/keto reductase family, Aldo/keto reductase 2 subfamily"
Q8N8L6,ARL10_HUMAN,ARL10 ARL10A,"Small GTPase superfamily, Arf family"
Q9NPB3,CABP2_HUMAN,CABP2,
Q96BM1,ANKR9_HUMAN,ANKRD9,
Q92527,ANKR7_HUMAN,ANKRD7,
Q13185,CBX3_HUMAN,CBX3,
Q969Q4,ARL11_HUMAN,ARL11 ARLTS1,"Small GTPase superfamily, Arf family"
Q9H8Y5,ANKZ1_HUMAN,ANKZF1 ZNF744,ANKZF1/VMS1 family
H3BNL1,CC084_HUMAN,C3orf84,
Q01668,CAC1D_HUMAN,CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2,"Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1D subfamily"
Q8TBZ0,CC110_HUMAN,CCDC110 KMHN1,
P41181,AQP2_HUMAN,AQP2,MIP/aquaporin (TC 1.A.8) family
O95971,BY55_HUMAN,CD160 BY55,
O60678,ANM3_HUMAN,PRMT3 HRMT1L3,"Class I-like SAM-binding methyltransferase superfamily, Protein arginine N-methyltransferase family"
O60306,AQR_HUMAN,AQR KIAA0560,CWF11 family
Q9NXL2,ARH38_HUMAN,ARHGEF38,
Q92888,ARHG1_HUMAN,ARHGEF1,
Q5H913,AR13A_HUMAN,ARL13A,"Small GTPase superfamily, Arf family"
P50613,CDK7_HUMAN,CDK7 CAK CAK1 CDKN7 MO15 STK1,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily"
P0DTE8,AMY1C_HUMAN,AMY1C AMY1,Glycosyl hydrolase 13 family
P61604,CH10_HUMAN,HSPE1,GroES chaperonin family
Q5ZPR3,CD276_HUMAN,CD276 B7H3 PSEC0249 UNQ309/PRO352,"Immunoglobulin superfamily, BTN/MOG family"
O75106,AOC2_HUMAN,AOC2,Copper/topaquinone oxidase family
O95170,CDRT1_HUMAN,CDRT1 C17orf1 C17orf1A HREP,
P53680,AP2S1_HUMAN,AP2S1 AP17 CLAPS2,Adaptor complexes small subunit family
O95674,CDS2_HUMAN,CDS2,CDS family
Q8IU89,CERS3_HUMAN,CERS3 LASS3,
P20138,CD33_HUMAN,CD33 SIGLEC3,"Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin) family"
Q86W34,AMZ2_HUMAN,AMZ2 BM-014,Peptidase M54 family
P30533,AMRP_HUMAN,LRPAP1 A2MRAP,Alpha-2-MRAP family
Q8IVF6,AN18A_HUMAN,ANKRD18A KIAA2015,
P50583,AP4A_HUMAN,NUDT2 APAH1,Nudix hydrolase family
A2A2Z9,AN18B_HUMAN,ANKRD18B,
O43747,AP1G1_HUMAN,AP1G1 ADTG CLAPG1,Adaptor complexes large subunit family
D6REC4,CFA99_HUMAN,CFAP99,CFAP99 family
Q15744,CEBPE_HUMAN,CEBPE,"BZIP family, C/EBP subfamily"
Q9Y587,AP4S1_HUMAN,AP4S1,Adaptor complexes small subunit family
Q8IXF9,AQ12A_HUMAN,AQP12A AQP12 AQPX2,"MIP/aquaporin (TC 1.A.8) family, AQP11/AQP12 subfamily"
O43423,AN32C_HUMAN,ANP32C PP32R1,ANP32 family
O95626,AN32D_HUMAN,ANP32D PP32R2,ANP32 family
P00751,CFAB_HUMAN,CFB BF BFD,Peptidase S1 family
Q5CZ79,AN20B_HUMAN,ANKRD20A8P ANKRD20B,
Q03701,CEBPZ_HUMAN,CEBPZ CBF2,CBF/MAK21 family
P49418,AMPH_HUMAN,AMPH AMPH1,
P05023,AT1A1_HUMAN,ATP1A1,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily"
Q9ULJ7,ANR50_HUMAN,ANKRD50 KIAA1223,
Q8IW19,APLF_HUMAN,APLF C2orf13 PALF XIP1,APLF family
P07355,ANXA2_HUMAN,ANXA2 ANX2 ANX2L4 CAL1H LPC2D,Annexin family
Q9BQE5,APOL2_HUMAN,APOL2,Apolipoprotein L family
P01160,ANF_HUMAN,NPPA ANP PND,Natriuretic peptide family
Q711Q0,CEFIP_HUMAN,CEFIP C10orf71,
Q5T2N8,ATD3C_HUMAN,ATAD3C,AAA ATPase family
P51690,ARSL_HUMAN,ARSL ARSE,Sulfatase family
Q8TBG4,AT2L1_HUMAN,ETNPPL AGXT2L1,Class-III pyridoxal-phosphate-dependent aminotransferase family
Q01814,AT2B2_HUMAN,ATP2B2 PMCA2,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIB subfamily"
Q5T9A4,ATD3B_HUMAN,ATAD3B KIAA1273 TOB3,AAA ATPase family
Q92600,CNOT9_HUMAN,CNOT9 RCD1 RQCD1,CNOT9 family
Q9ULK2,AT7L1_HUMAN,ATXN7L1 ATXN7L4 KIAA1218,
Q5TC04,ATAS1_HUMAN,ATP1A1-AS1 ATP1A1OS C1orf203,
O94823,AT10B_HUMAN,ATP10B ATPVB KIAA0715,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily"
Q9H672,ASB7_HUMAN,ASB7,Ankyrin SOCS box (ASB) family
Q6IPW1,CK071_HUMAN,C11orf71,
Q8N9N2,ASCC1_HUMAN,ASCC1 CGI-18,
O75110,ATP9A_HUMAN,ATP9A ATPIIA KIAA0611,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IV subfamily"
Q2TAZ0,ATG2A_HUMAN,ATG2A KIAA0404,ATG2 family
P07307,ASGR2_HUMAN,ASGR2 CLEC4H2,
Q9BVC5,ASHWN_HUMAN,C2orf49,Ashwin family
P78357,CNTP1_HUMAN,CNTNAP1 CASPR NRXN4,Neurexin family
Q5T686,AVPI1_HUMAN,AVPI1 NPD013 PP5395,
Q13825,AUHM_HUMAN,AUH,Enoyl-CoA hydratase/isomerase family
P18859,ATP5J_HUMAN,ATP5PF ATP5A ATP5J ATPM,Eukaryotic ATPase subunit F6 family
O43313,ATMIN_HUMAN,ATMIN KIAA0431 ZNF822,
Q3ZCQ2,AX2R_HUMAN,ANXA2R AX2R C5orf39,
Q92523,CPT1B_HUMAN,CPT1B KIAA1670,Carnitine/choline acetyltransferase family
Q9UQB9,AURKC_HUMAN,AURKC AIE2 AIK3 AIRK3 ARK3 STK13,"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily"
O15169,AXIN1_HUMAN,AXIN1 AXIN,
Q9Y2T1,AXIN2_HUMAN,AXIN2,
Q9NR63,CP26B_HUMAN,CYP26B1 CYP26A2 P450RAI2,Cytochrome P450 family
P54710,ATNG_HUMAN,FXYD2 ATP1C ATP1G1,FXYD family
Q9UPA5,BSN_HUMAN,BSN KIAA0434 ZNF231,
O43303,CP110_HUMAN,CCP110 CEP110 CP110 KIAA0419,
P07315,CRGC_HUMAN,CRYGC CRYG3,Beta/gamma-crystallin family
Q7Z569,BRAP_HUMAN,BRAP RNF52,
O14548,COX7R_HUMAN,COX7A2L COX7AR COX7RP,Cytochrome c oxidase VIIa family
Q9BU40,CRDL1_HUMAN,CHRDL1 NRLN1,
Q6Q6R5,CRIP3_HUMAN,CRIP3 CRP3,
Q10588,BST1_HUMAN,BST1,ADP-ribosyl cyclase family
Q6PJG6,BRAT1_HUMAN,BRAT1 BAAT1 C7orf27,
Q6P5X5,CV039_HUMAN,C22orf39,UPF0545 family
O14981,BTAF1_HUMAN,BTAF1 TAF172,SNF2/RAD54 helicase family
Q9H0C5,BTBD1_HUMAN,BTBD1 C15orf1 NS5ATP8,
O75752,B3GL1_HUMAN,B3GALNT1 B3GALT3 UNQ531/PRO1074,Glycosyltransferase 31 family
Q8NCR0,B3GL2_HUMAN,B3GALNT2,Glycosyltransferase 31 family
Q9BSF8,BTBDA_HUMAN,BTBD10 GMRP1,
A6NE02,BTBDH_HUMAN,BTBD17,
Q6ZMB0,B3GN6_HUMAN,B3GNT6,Glycosyltransferase 31 family
P25440,BRD2_HUMAN,BRD2 KIAA9001 RING3,
Q9NPI1,BRD7_HUMAN,BRD7 BP75 CELTIX1,
Q07812,BAX_HUMAN,BAX BCL2L4,Bcl-2 family
Q76KP1,B4GN4_HUMAN,B4GALNT4,Chondroitin N-acetylgalactosaminyltransferase family
Q8WWI5,CTL1_HUMAN,SLC44A1 CD92 CDW92 CTL1,CTL (choline transporter-like) family
P51451,BLK_HUMAN,BLK,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily"
Q13489,BIRC3_HUMAN,BIRC3 API2 MIHC RNF49,IAP family
O15255,CXX1_HUMAN,RTL8C CXX1 FAM127A MAR8 MAR8C MART8 hucep-5,
Q13490,BIRC2_HUMAN,BIRC2 API1 MIHB RNF48,IAP family
Q9HAW0,BRF2_HUMAN,BRF2 BRFU PRO1470,TFIIB family
A8MY62,BLML_HUMAN,LACTBL1,Beta-lactamase family
Q92843,B2CL2_HUMAN,BCL2L2 BCLW KIAA0271,Bcl-2 family
Q8N3I7,BBS5_HUMAN,BBS5,BBS5 family
P08311,CATG_HUMAN,CTSG,Peptidase S1 family
O14944,EREG_HUMAN,EREG,
Q6NT32,EST5A_HUMAN,CES5A CES7,Type-B carboxylesterase/lipase family
A8MVW0,F1712_HUMAN,FAM171A2,FAM171 family
Q8N9W8,FA71D_HUMAN,FAM71D C14orf54,FAM71 family
P29323,EPHB2_HUMAN,EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily"
Q2M2I3,FA83E_HUMAN,FAM83E,FAM83 family
Q96GI7,FA89A_HUMAN,FAM89A C1orf153,FAM89 family
P54764,EPHA4_HUMAN,EPHA4 HEK8 SEK TYRO1,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily"
Q17R55,F187B_HUMAN,FAM187B TMEM162,FAM187 family
A6NHQ4,EPOP_HUMAN,EPOP C17orf96 PRR28,
Q8IYD1,ERF3B_HUMAN,GSPT2 ERF3B,"TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, ERF3 subfamily"
Q9NQ60,EQTN_HUMAN,EQTN AFAF C9orf11,
P00488,F13A_HUMAN,F13A1 F13A,"Transglutaminase superfamily, Transglutaminase family"
Q9BPY3,F118B_HUMAN,FAM118B,FAM118 family
Q8N7L0,F216B_HUMAN,FAM216B C13orf30,FAM216 family
Q9NWS6,F118A_HUMAN,FAM118A C22orf8,FAM118 family
Q96BN6,F149B_HUMAN,FAM149B1 KIAA0974,FAM149 family
B1ANY3,F220P_HUMAN,FAM220BP C9orf51,
Q13158,FADD_HUMAN,FADD MORT1 GIG3,
A4D161,F221A_HUMAN,FAM221A C7orf46,FAM221 family
Q8IW50,F219A_HUMAN,FAM219A C9orf25,FAM219 family
Q96GL9,F163A_HUMAN,FAM163A C1orf76 NDSP,FAM163 family
A0A1B0GTK4,F237A_HUMAN,FAM237A,
A6NKX1,F223B_HUMAN,FAM223B CXorf52B LINC00204B,FAM223 family
A0A494C0Y3,F246A_HUMAN,FAM246A,FAM246 family
Q96L91,EP400_HUMAN,EP400 CAGH32 KIAA1498 KIAA1818 TNRC12,"SNF2/RAD54 helicase family, SWR1 subfamily"
P11171,EPB41_HUMAN,EPB41 E41P,
O95528,GTR10_HUMAN,SLC2A10 GLUT10,"Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family, Glucose transporter subfamily"
P61550,ENVT1_HUMAN,ERVS71-1,"Gamma type-C retroviral envelope protein family, HERV class-I T env subfamily"
Q05397,FAK1_HUMAN,PTK2 FAK FAK1,"Protein kinase superfamily, Tyr protein kinase family, FAK subfamily"
Q53RD9,FBLN7_HUMAN,FBLN7 TM14,Fibulin family
P58499,FAM3B_HUMAN,FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365,FAM3 family
O60427,FADS1_HUMAN,FADS1 FADSD5,Fatty acid desaturase type 1 family
O15360,FANCA_HUMAN,FANCA FAA FACA FANCH,
Q11128,FUT5_HUMAN,FUT5,Glycosyltransferase 10 family
Q96NE9,FRMD6_HUMAN,FRMD6 C14orf31,
